Example,Class Name
Qual a finalidade da,intenção_autor
O que significa ao signifique significa obra,intenção_autor
Procurar significado,intenção_autor
Qual significado da obra,intenção_autor
O que é sobra significa,intenção_autor
O que significa,intenção_autor
Qual foi o objetivo da obra,intenção_autor
Porque porque que essa obra,intenção_autor
Qual é a motivação da obra,intenção_autor
Por que essa obra representa,intenção_autor
O que significa essa obra,intenção_autor
O que é sobra quer dizer,intenção_autor
qual é o significado desta obra?,intenção_autor
O que quer dizer essa obra?,intenção_autor
qual o significado ?,intenção_autor
o que essa obra significa?,intenção_autor
O que esta obra representa?,intenção_autor
isso foi uma forma de protesto?,intenção_autor
porque essa obra foi feita?,intenção_autor
O que o artista pretendia?,intenção_autor
qual o significado da obra?,intenção_autor
O QUE ESSA OBRA REPRESENTA?,intenção_autor
Do que se trata,intenção_autor
Qual o significado da obra,intenção_autor
Qual o significado dessa,intenção_autor
Qual significado da sua obra,intenção_autor
Com a ideia por trás dessa obra,intenção_autor
O que sobra quer dizer,intenção_autor
Sobre a obra do porco,intenção_autor
Bom sentido da,intenção_autor
Você é palmeirense,palmeiras_porco
Porque é palmeirense,palmeiras_porco
Qual é a história dessa obra,história_porco
Que outras obras o Nelson Lerner fez,outras_obras
ele está vivo,porco_morto
Qual era acordo por,sem_compreensão
Porque você foi pagado,sem_compreensão
Porque eu porque a vez,sem_compreensão
Porque eu porque eu vejo que eu,sem_compreensão
E aí por estar apertada aí,sem_compreensão
O que é sobra,tipo_obra
Quem é você,tipo_obra
Quanto tempo você mora aqui,endereço_obra
Qual cidade,local_criação_obra
Que cidade ela foi feito,local_criação_obra
Qual o nome do ator que faz o autor esqueci,autor_obra
O pai dele o pai dele a mãe estão ainda vivo o pai a mãe estão mortos,família_porco
Qual a espécie desse porco,raça_ porco
Qual o conceito do porco enfim,intenção_autor
Em qual cidade foi feito,local_criação_obra
Faz quanto tempo que ele está aqui,sem_resposta
De quando esse porco é,data_obra
Quem fez essa obra,autor_obra
Você está vivo,tipo_obra
Quanto peças por,peso_porco
Sobre o que essa obra,intenção_autor
Porque eu te mataram,porco_morto
Quem te mato,porco_morto
Que é um porco,sobre_porco
o que ele representa?,intenção_autor
O portal vivo,porco_morto
Que curso importante,sem_compreensão
O corpo é o porquê de madeira né,sem_compreensão
Porque ele está,sem_compreensão
Ela participou de algum evento específico por ser feita,sem_compreensão
Porque essa obra ela se chama,sem_compreensão
Qual,sem_compreensão
Porque ele está três,sem_compreensão
Quem colocou cor qualquer,sem_compreensão
Tem implicações políticas,obra_contexto_histórico
Porque ele está presa,porco_preso
Porque eu porque está presa,porco_preso
Você está porque você está presa você é bravo,porco_preso
Porque você foi presa,porco_preso
Porque você está presa,porco_preso
Porque você está aí presa,porco_preso
Porque se portar presa,porco_preso
Quem é você,nome_porco
Quanto tempo de,sem_compreensão
Fez o que artista que fez,sem_compreensão
Porque que eu porque eu estou empalhado,sem_compreensão
Eu acho que pode ser quer fazer outra pergunta,sem_compreensão
Você é de verdade,tipo_obra
Porco porque você está preso,porco_preso
Porque eu porque estou preso,porco_preso
Porque você está preso,porco_preso
Porque o pouco que está preso,porco_preso
Porque eu porque está preso,porco_preso
Porque ele escolheu um porco,razão_porco
De que material é feito os porco,técnica_obra
E pode mexer nele,sem_resposta
Quais foram os materiais usados,técnica_obra
Do que é feito esse por do material,técnica_obra
Quais os materiais utilizados na obra,técnica_obra
Quais materiais foram usado para algo,técnica_obra
De que material é feito,técnica_obra
De que material é feito por,técnica_obra
Chega ser um pouco medonho,sem_compreensão
Quem é,sem_compreensão
Né,sem_compreensão
Eu quero mudar para,sem_compreensão
Passar a porta quer dizer o que,sem_compreensão
Porque a hora do sim tem números nas cabeças,sem_compreensão
Mas isso é,sem_compreensão
Essa obra parece estar,sem_compreensão
Ela sempre esteve aqui na Pinacoteca,endereço_obra
Qual seu significado,intenção_autor
Qual nome da obra,nome_obra
Quanto pesa porco,peso_porco
A vida do porco demora quantos anos para ele morrer,sem_resposta
A vida do porco dura quando geralmente,sem_resposta
qual que é o significado do corpo,intenção_autor
isso é um porco empalhado de verdade,tipo_obra
Porque você está aqui,história_porco
Qual seu destino,história_porco
O que o autor dessa obra de arte pensou quando estava fazendo aula,intenção_autor
Como que ele morreu,porco_morto
Ele morreu faz quantos anos,porco_morto
Ele morreu há quantos anos atrás,porco_morto
Quando ele morreu,porco_morto
Que dia ele morreu,porco_morto
Como a obra foi feita,técnica_obra
Porque você está aqui,porco_preso
Esta obra é única ou tem outras pessoas,sem_compreensão
Você está no skate,sem_compreensão
Vamos pro abate,sem_compreensão
Porque,sem_compreensão
Você,sem_compreensão
Sobra ganhou algum prêmio,prêmio_autor
Esse porco é macho é fêmea,sexo_porco
Mas ele é de verdade,tipo_obra
Porque é um porra,razão_porco
Qual é o objetivo do autor a fazer essa obra,intenção_autor
Porque o corpo está aqui,porco_preso
O que Cipó que está fazendo aqui,porco_preso
Porque eu porque está aqui,porco_preso
Porque você está aqui,porco_preso
Onde essa obra foi feita,local_criação_obra
Qual a importância do artista no contexto artístico brasileiro,importância_autor
Ta bom,sem_compreensão
O por que fofinho,sem_compreensão
Qualidade,sem_compreensão
O que ano,sem_compreensão
É porque eu Giovanni,sem_compreensão
Vivia,sem_compreensão
O que se fez de Martin,sem_compreensão
Esta obra foi se posta no exterior,exposição_internacional_obra
Essa obra de que ano,data_obra
O artista é vegetariano,alimentação_autor
Qual a história do autor,biografia_autor
Quando foi feito,data_obra
Onde está o presunto do Porto,corrente_porco
Porque eu vou testar penso porco,sem_compreensão
Ele é bonito,sem_compreensão
Você vai estar com Papik,sem_compreensão
Qual foi feito que surtiu na população ver o povo Apple porque empanado,sem_compreensão
Por que o porco está encaixotado?,porco_preso
Porque ele está no caixote,porco_preso
Porque eu porque está numa caixa de madeira,porco_preso
Porque na caixa de madeira,porco_preso
Porque você está numa caixa,porco_preso
Porque eu porque está em uma caixa,porco_preso
Porque ele está na caixa,porco_preso
O que é um pouco está dentro da caixa,porco_preso
Onde está sua família,família_porco
Quando a obra veio pra Pinacoteca,endereço_obra
Recíproco de verdade,tipo_obra
Tem outra obra do Nelson,outras_obras
Você é vegetariano,alimentação_porco
Porque o porco está empalhado,porco_preso
Porque o porco está preso,porco_preso
Quanto você está triste,sentimento_porco
Morreu de causas naturais,porco_morto
Porque você é um porco,porco_morto
Foi sacrificado,porco_morto
O que o artista quis representar com essa obra?,intenção_autor
E quando ele morreu,porco_morto
Esse porco morreu,porco_morto
Porque é um porco morreu,porco_morto
Eu quero saber se esse,sem_compreensão
Já,sem_compreensão
Qual o peso desse porco,peso_porco
Ele é macho é fêmea,sexo_porco
Porque você está preso,porco_preso
Em que ano você foi feito,data_obra
Que obras,outras_obras
Quais materiais foram usados para fazer essa obra,técnica_obra
Já comeu cocô,sem_resposta
Ele comeu cocô,sem_resposta
Já participou de desenho animado,sem_resposta
Quem é que te pariu,sem_resposta
Porque eu vivia,sem_resposta
Esperada,sem_resposta
E você é uma cinema,sem_resposta
Você porque machuquei meu,sem_compreensão
Porque a arte,sem_compreensão
Está fala mais coisa,sem_compreensão
A obra é só um porco,tipo_obra
Você é um porco de verdade,tipo_obra
Quanto você come por dia,alimentação_porco
O peso porco,peso_porco
onde está a porta do engradado?,sem_resposta
Qual foi o impacto dessa obra na época de lançamento,importância_obra
Você é pai por,sem_compreensão
Ele terminou aí,sem_compreensão
Não quero falar mais sobre,sem_compreensão
Porque as minhas estão saindo pela porta,sem_compreensão
Vai,sem_compreensão
Ele na rua e ainda viu ele no chão a quantos anos atrás,sem_compreensão
Você porque você é minha paixão,sem_compreensão
Muito obrigada,sem_compreensão
Essa obra e ela tem uma sala,sem_compreensão
Essa obra de que,sem_compreensão
Como é que é pra ele parar,sem_compreensão
Kelly está preto,sem_compreensão
Porque eu não estou pelo,sem_compreensão
O que essas André levar,sem_compreensão
Quantas cidades,sem_compreensão
Porque que ele tem,sem_compreensão
qual o primeiro lugar que essa obra foi exposta?,exposição_obra_outros_museus
Esse artista nasceu em que cidade,nascimento_autor
Porque o porco está numa jaula,porco_preso
O porco tinha família,família_porco
Porque o porco esta dentro dessa grade?,porco_preso
POR QUE ELE PRENDEU UM PORCO,porco_preso
Quem teve a ideia de fazer um pouquinho Palhada,autor_obra
Esse porco tem uma história,história_porco
O porco tem nome,nome_porco
É um pouco de,sem_compreensão
Qual é o ator do sofá Schart,sem_compreensão
O que é só pra,sem_compreensão
Qual é o ator pessoa short,sem_compreensão
Vou estar,sem_compreensão
Porque eu gosto dessa obra de arte pensou em fazer é só meu short,sem_compreensão
Oi,sem_compreensão
Porque a grade no porco,porco_preso
Qual é a história desse porco,história_porco
Qual a história do porco,história_porco
Qual é a história porco,história_porco
De onde ele veio?,história_porco
Qual é a origem,história_porco
Quando essa obra foi feita,data_obra
O que significa,intenção_autor
Por,sem_compreensão
Esse é,sem_compreensão
Entregar a obra,sem_compreensão
O que você está fazendo perto,sem_compreensão
Quem tem Palio,sem_compreensão
Porque o rosto dela então assimétrico,sem_compreensão
Fez,sem_compreensão
Ele é feito de que,história_porco
Um porco macho porco fêmea,sexo_porco
Porque você,sem_compreensão
Quem é o porco,história_porco
O porco é vivo,porco_morto
Recíproco Minecraft,sem_compreensão
Esse portão aí Craft,sem_compreensão
Porque eu acho que é o topo de uma feira peludo,sem_compreensão
Opa opa opa opa opa opa opa opa fala,sem_compreensão
O porco é,sem_compreensão
A quanto tempo esse porco foi coalhada,sem_compreensão
Jesus tem poder,sem_compreensão
Pode,sem_compreensão
Agora sim pergunta por favor,sem_compreensão
Um pouco,sem_compreensão
Na Palhada quantos anos,sem_compreensão
O artista deve torcer para que,sem_compreensão
Terapia e 32,sem_compreensão
O artigo,sem_compreensão
Esse porque você é minha mãe achou,sem_compreensão
Assim sobre,sem_compreensão
Quanto pesa um porco,peso_porco
Qual o nome da obra,nome_obra
Fale me sobre o porco,história_porco
Com história do porco,história_porco
Por o próprio pintor não foi enjaulado?,sem_resposta
Isso é uma obra de arte,dúvida_obra
Você é um porco feminino masculino,sexo_porco
Proteger ouviu falar de clipe em game já ganhei em Derminio braine e zumbi,sem_compreensão
Porque isso é uma obra eu te amo eu te,sem_compreensão
Porque eu procuro só preciso,sem_compreensão
Quem colocou ele aqui,autor_obra
Posso tirar o porco dessa caixa,sem_resposta
O que o porco representa o que o autor quis que o porco representasse vai entender né,intenção_autor
Você é a mãe da pé Papi,relação_peppa_pig
Você é a mãe da pé Papik,relação_peppa_pig
Em que ano nasceu um pouco,sem_resposta
Porque eu porque está enjaulado,porco_preso
Esse porque é amigo da pé pa,relação_peppa_pig
Esse porque é palmeirense,palmeiras_porco
Quais materiais foram utilizados,técnica_obra
Ocupou,sem_compreensão
Porque eu,sem_compreensão
Peço pouco fala,sem_compreensão
E no brilho brilho,sem_compreensão
Porque é o autor da sogra o rua animal porco,sem_compreensão
Porque é para fechar até bonita,sem_compreensão
Qual é o nome do autor,autor_obra
Este porco é,sem_compreensão
Porco,sem_compreensão
O porco,sem_compreensão
De que material é feito um porco,técnica_obra
Qual o significado do porco,intenção_autor
Que representa os porco,intenção_autor
Porque que eu porque está trancado,porco_preso
Qual a sua história,história_porco
O tamanho desse,sem_compreensão
Expor,sem_compreensão
Acertou,sem_compreensão
Essa obra pode ser considerada,sem_compreensão
O que,sem_compreensão
Watch está ganhou algum prêmio com esse projeto,sem_compreensão
De que é na sala,sem_compreensão
Esse artista brasileiro,nascimento_autor
Você pode me falar outras obras desse artista,outras_obras
Eu assoprar essa caixa cai,caixa_porco
Porque de verdade empalhado,tipo_obra
O porco tem pelos,sem_resposta
Porque o porco não é rosa,sem_resposta
Esse porco era vivo ou não,porco_morto
Qual o nome do autor,autor_obra
De onde você vai,transporte_porco
o que você significa,intenção_autor
Esse animal parece ter viajado uma longa distância dentro desse contêiner de onde que ele veio pra onde ele,transporte_porco
Esse porquinho parece ter viajado uma longa distância de onde que ele saiu até onde ele veio pra que,transporte_porco
O nome do artista que fez esse porco,autor_obra
Quanto você pesa,peso_porco
Porque ele está dentro de uma caixa,porco_preso
Quem fez essa obra,autor_obra
Porque ela foi feita,intenção_autor
Eu só quero saber o significado,intenção_autor
O que significa porco,intenção_autor
Qual foi a ideia do Nelson com a sobra,intenção_autor
Material usado na obra,técnica_obra
Ele está vivo,porco_morto
Quem é o artista,autor_obra
Porque você morreu,porco_morto
Porque você é morrer,porco_morto
O porque eu tinha família,família_porco
Esse pouco é palmeirense,palmeiras_porco
O porco é menina ou menino,sexo_porco
Qual autor da obra,autor_obra
Qual altura,tamanho_porco
Porque o porco está presa,porco_preso
Da pra fazer um bacon com ele,bacon_porco
E se importa de verdade,tipo_obra
O que tem dentro do porco,história_porco
Aurélio Porto tem alguma coisa haver com o livro de orçar o ano,sem_compreensão
Que relação tem restaurar o Porto com o animal informe tutor Sauro,sem_compreensão
É só perdeu prima da Bienal,sem_compreensão
Essa obra tem,sem_compreensão
A obra é só um por,sem_compreensão
Porque a gente fez,sem_compreensão
Quem ver se sobra,sem_compreensão
Qual é o conceito do porco,intenção_autor
Perguntar quem é quem paga esse porco,sem_compreensão
Eu vou perguntar quem falou esse porco,sem_compreensão
Eu vou perguntar quem está aí é o porco olha pra mim eu vou em perguntar quem fala é um porco,sem_compreensão
Que ano que esse porco na serro,sem_compreensão
Porco?,sem_compreensão
Esse porque é uma crítica à ditadura militar,obra_contexto_histórico
Esse porco é amigo da Pepa pig,relação_peppa_pig
Você é palmeirense,palmeiras_porco
o que significa essa obra,intenção_autor
Se eu assoprar a soprar e assoprar essa caixa vai se desfazer,caixa_porco
Onde adquiriu animal empalhado,história_porco
Porque esse porco é marrom,sem_resposta
O que o porco representa na pinacotecas,sem_resposta
o que faz um porco enjaulado/,porco_preso
Qual impacto dessa obra,importância_obra
Qual artista da obra,autor_obra
Porque é um porco é arte,dúvida_obra
De que lugar a sobra veio,local_criação_obra
Que o porco preço,valor_obra
Como você foi parar aí dentro,porco_preso
Como você foi colocado aí,porco_preso
O que você faz aí dentro,porco_preso
É o que o parque está fazendo gaiola,porco_preso
É sobra de que cidade,local_criação_obra
E as patinhas também,sem_compreensão
Unha seu cu,sem_compreensão
Saber sobre o puro explicação do que material é feito que que ele pensa,sem_compreensão
Quantas obras foram feitas nessa série,sem_resposta
Fala,sem_compreensão
Vem para,sem_compreensão
Saber se seu como que foi a um processo de,sem_compreensão
Que,sem_compreensão
Aqui é o pôr-do-sol,sem_compreensão
Porque um pouco da pressão,sem_compreensão
15.000 tosco,sem_compreensão
Qual o todo por,sem_compreensão
Porque você considerar quarto,sem_compreensão
Qual a idade dos porco,idade_porco
O porco é palmeirense,palmeiras_porco
Porque que ele está preso no caixote,porco_preso
Posso tocar em você,sem_resposta
Posso tocar no porco,sem_resposta
Posso relaxar no porco,sem_resposta
Porque eu perco não é rosa,sem_resposta
Qual o nome,nome_obra
Porque a obra tem esse nome,nome_obra
Qual contexto da sogra,intenção_autor
Pra que serve um pouco,intenção_autor
Qual é o nome do artista que fez essa obra,autor_obra
O que foi a série artística matéria de forma,sem_resposta
Ele está amassado do lado direito,sem_resposta
Porco o que você representa,intenção_autor
A quanto tempo porco foi encaminhado,sem_compreensão
Me conte mais sobre essa obra,intenção_autor
Me fale sobre a obra,intenção_autor
Quem é você eu você,tipo_obra
Entre na sua prefeita só porque ele vai dar um pouco de verdade,sem_compreensão
Citar que é de verdade,sem_compreensão
Na verdade viu artes da obra,sem_compreensão
Marca de verdade,sem_compreensão
Coca cola de verdade,sem_compreensão
Do que ele é feito,técnica_obra
Que que esse porque está fazendo aqui,porco_preso
Porque tem um pouco no meio da sala,porco_preso
Quem fez a obra,autor_obra
Porque você está preso,porco_preso
O porco andava com pernil,corrente_porco
Quem é você,tipo_obra
Você quer ver mira bico,sem_compreensão
Escutando a já posso perguntar então WhatsApp você comeu bem hoje,sem_compreensão
Quer sair dessa gaiola,sem_compreensão
O que essa obra,sem_compreensão
Você é parente da pick-up,relação_peppa_pig
Aonde que ele nasceu,nascimento_autor
Com a ideia da sua obra,intenção_autor
Porque eu porque eu fui empalhada,porco_preso
Quem é esse porco,história_porco
O animal é,sem_compreensão
O que ele pode ter começado,sem_compreensão
Um pouco,sem_compreensão
E o que essa época representa,intenção_autor
Ele é palmeirense,palmeiras_porco
Porque esse porque é considerado Marte,dúvida_obra
Qual objetivo da obra,intenção_autor
O teu nome,nome_porco
Ai,sem_compreensão
Você tem quantos,sem_compreensão
Você fez alguma coisa errada pessoa presa,sem_compreensão
Você está,sem_compreensão
qual o propósito da obra,intenção_autor
Porque é uma você é uma,sem_compreensão
Coloca,sem_compreensão
O que ele está por isso,sem_compreensão
Desde quando porque é uma obra,dúvida_obra
Ele nasceu como ficar acorrentado linha ficou amor,sem_compreensão
Oi,sem_compreensão
Você é o com,sem_compreensão
Está entre,sem_compreensão
Watson você chega,sem_compreensão
Porque riu ideia do porco,sem_compreensão
O que você acha sobre vegetariano ismo está,sem_compreensão
Esse porco ele foi acorrentado,corrente_porco
O que que você está preso,porco_preso
Porque você não é rosa porco,sem_resposta
Você porque era de verdade empalhado,tipo_obra
Porque é um pouco de verdade,tipo_obra
Placa de verdade,tipo_obra
Porque de verdade,tipo_obra
Você é um porco máximo porque eu fui na,sem_compreensão
Esse porco ele está,sem_compreensão
E aí porco tudo bem,sem_compreensão
Ele é Papik,relação_peppa_pig
É a pé Papi ligue,relação_peppa_pig
Ele é macho fêmea,sexo_porco
É um pouco de verdade,tipo_obra
Tem cabelo,sem_resposta
Esse pena de verdade,tipo_obra
Você é de verdade,tipo_obra
Você gosta de madeira,sem_resposta
Adílio me,sem_compreensão
Você está,sem_compreensão
Porco beijo me liga não liga não que eu tava termina,sem_compreensão
Essa uma peça outra obra dele onde eu posso encontrar,outras_obras
Como porco morreu,porco_morto
Porque esse porque é uma variar,sem_compreensão
Eu quero um porco,sem_compreensão
Quem é o autor e quando foi feita esta obra,autor_obra
Onde cê mora,endereço_obra
Qual a reação do público com essa obra,intenção_autor
Porque ela chama porco,nome_porco
Porque esse porco enjaulado,porco_preso
Porque este porco é considerado arte,dúvida_obra
Qual inspiração por trás da sua obra de arte,intenção_autor
Qual é seu nome,nome_porco
O que você quis,intenção_autor
O portão você queria chamar o meu legal responda filha minha amiga minha amiga vai ficar muito brava,sem_compreensão
A rarumy é legal,sem_compreensão
Quantos lona,sem_compreensão
Você comeu bacon você gosta de ver,sem_compreensão
Você é carne de ir com,sem_compreensão
Amigo bem com,sem_compreensão
Você tem cadela,sem_compreensão
Meninas tem medo de você,sem_resposta
Nossa você é bem interessante para ser feita de madeira,sem_compreensão
Porque é um porco,razão_porco
De que ano esta obra,data_obra
qual o significado testa hora,intenção_autor
qual era a intenção do artista fazer essa obra,intenção_autor
Quem fez o Leitão,autor_obra
Porque eu porque eu chama porco,nome_porco
Esse porque é corinthíano,palmeiras_porco
Você é brasileiro,nascimento_autor
Você come bacon,alimentação_porco
Vou perguntar de novo você tem vida você está vivo,sem_compreensão
Porco que que você está achando dessa experiência,sem_compreensão
Esse pouco que a ficha,sem_compreensão
Qual que é gostosa,sem_compreensão
Você é burro,sem_compreensão
Lama,sem_compreensão
Você tem bunda,sem_compreensão
Oi,sem_compreensão
Legal fera quer um balão,sem_compreensão
Você gosta que você é mesmo,sem_compreensão
Qual foi qual foi a pessoa que te criou,autor_obra
Como trouxeram porco pra cá,transporte_porco
Desde quando você existe,data_obra
Porque estava triste quando morreu,porco_morto
Empresa,sem_compreensão
Onde você nasceu para agora para ver essa resposta,sem_compreensão
Quando,sem_compreensão
Quando,sem_compreensão
Você gosta desta obra,sem_resposta
Quantos anos tem um porco,idade_porco
Porque você está preta e uma gaiola,porco_preso
O que você significa,intenção_autor
Você gosta de lama,relação_peppa_pig
Quantos quilos ele tem,peso_porco
Quando você chegou aqui,Tempo_porco_caixa
O porco ele empalhado,tipo_obra
Qual o artista da sala,autor_obra
Conversar Ticoulat,sem_compreensão
Helen a conversar articular te,sem_compreensão
Porque você é feita de,sem_compreensão
Ei titia você está,sem_compreensão
Você porque você foi feito,sem_compreensão
O que o que está fazendo na sua caixa,porco_preso
Qual o nome do porco,nome_porco
Quantos anos faz que a gente essa obra,sem_compreensão
Que que você foi feita,técnica_obra
Peraí você tem noiva,família_porco
Porque o porco dentro dessa jaula,porco_preso
Quando ele criou esta obra,data_obra
Quantos quilos pesa um pouco,peso_porco
Você é amiga da até pra pig,relação_peppa_pig
Porque vai ser fria você está presa aí,porco_preso
Você gosta desse museu,sentimento_porco
Porque você,sem_compreensão
Você é perder,sem_compreensão
Peito de madeira para,sem_compreensão
Telefone da Gi meu tio não vi nada Mariana,sem_compreensão
Cuidado que desmentiu determinava,sem_compreensão
Você quer que eu te bata,sem_compreensão
Como faz pra conservar um pouco assim por tanto tempo,manutenção_porco
Quem fez,autor_obra
Porque você está presa aí,porco_preso
qual o contexto da obra,intenção_autor
qual o conceito,intenção_autor
Você faz cocô,sem_resposta
Você é gorda,peso_porco
Você é gorda ou magra,peso_porco
Você é gordo ou magro,peso_porco
O artista gostava de bacon,sem_resposta
Quantos quilos o porco peça,peso_porco
Porque está fazendo uma caixa,porco_preso
Onde você mora,endereço_obra
Você partiu pro palmeiras,palmeiras_porco
Você é feito de madeira,técnica_obra
Você gosta de bacon,alimentação_porco
Este porco empalhado,tipo_obra
O que aconteceu com porco antes dele morrer,história_porco
Porque que o porco está numa jaula,porco_preso
Você é palmeirense,palmeiras_porco
Porque ela foi feito,intenção_autor
Você é amiga da Pepa pig,relação_peppa_pig
Porque você é feito de madeira,técnica_obra
Porque você é feita de madeira,técnica_obra
Quando foi feita a obra,data_obra
Bebe água,sem_resposta
Estou na obra,sem_compreensão
Alguma explicação pra ela,sem_compreensão
Recíproca é legal,sem_compreensão
O que essa obra,sem_compreensão
você é alex,outras_inteligências_artificiais
Siri,outras_inteligências_artificiais
voce é a cortana,outras_inteligências_artificiais
você é watson,outras_inteligências_artificiais
você é cortana,outras_inteligências_artificiais
vc siri,outras_inteligências_artificiais
Pra onde porco vai,transporte_porco
Me fale mais sobre o artista que pintou pintou não que fez o porco,biografia_autor
Porque o porco Maju é tão gordo,peso_porco
Qual é o nome dessa hora,nome_obra
Qual seu nome,nome_porco
O artista Nelson Lerner era casado,sem_resposta
Porque ele não cheira mal,sem_resposta
O pelo dele é de verdade,sem_resposta
Esse pouco peludo,sem_resposta
Qual é o Artur da sortear te,autor_obra
Qual inspiração do artista,intenção_autor
Porque você está presa,porco_preso
Por quem pagar um porco,razão_porco
Qual a relação do porco com presunto,corrente_porco
Qual a idade do porco,idade_porco
Porque você está pensando aí,sentimento_porco
Só comi beterraba,alimentação_porco
Eu gosto de beterraba,sem_compreensão
Se for como eu fez quantos anos,sem_compreensão
o que significa esse porco,intenção_autor
Qual o peso dos porco,peso_porco
Esse leitão torce pro Corinthians,palmeiras_porco
Porque você está preso aí,porco_preso
Que obra é,tipo_obra
Porque eu porque eu preciso ficar preso,porco_preso
Porque que eu abri feito e você sobre você,sem_compreensão
Você come banana podre,alimentação_porco
O que significa obra de um porco,intenção_autor
Que ano você foi feito,data_obra
Que obra é essa,tipo_obra
Essa caixa é muito pequena,caixa_porco
Do que é feita a madeira que você está preso,caixa_porco
Quantos anos você está aí,idade_porco
O autor morava em fazenda,sem_resposta
Esse porco é palmeirense,palmeiras_porco
E o que é esse leitão,tipo_obra
Porque você está presa na gaiola,porco_preso
Você gosta de comer bacon,alimentação_porco
Quem que você pintou,autor_obra
Você é burra ou inteligente,sem_compreensão
Você tem cabelo,sem_resposta
Você é velho de verdade,idade_autor_obra
Você tem vida,tipo_obra
porque você fez essa obra,intenção_autor
Em que ano por que foi feito,data_obra
Você feita de madeira porque,técnica_obra
Me fale mais sobre o artista dessa obra,biografia_autor
Qual o significado da sua obra,intenção_autor
Esse é um pôr com leitão,raça_ porco
Do que é feita sobra,técnica_obra
Você torce pra que time,palmeiras_porco
Esse porco é homem ou mulher,sexo_porco
Onde o porco nasceu,local_criação_obra
Onde você nasceu,local_criação_obra
Porque aí só pra tu nunca fez de manter e não é um de outra matéria,sem_compreensão
Você parece doido de fedida,sem_compreensão
De que eu não esta obra,sem_compreensão
Passa lá da onde que esse porco,sem_compreensão
Foi a ideia volta,sem_compreensão
O ator e citou pra fazer a obra,sem_compreensão
O que é esse por,sem_compreensão
Como faz pra conservar esse porco por tanto tempo,manutenção_porco
Como se conserva um pouco desse durante tanto tempo,manutenção_porco
Como é que um pouco desse conservado durante tanto tempo,manutenção_porco
Quanto,peso_porco
qual era a intenção dessa obra,intenção_autor
Quem fez essa obra,autor_obra
Ele morreu do quê,porco_morto
Que outras obras esse artista já fez,outras_obras
Objetivo da ação,intenção_autor
Qual é o significado desse povo,intenção_autor
Quando roll porco foi engradado,data_obra
Quando foi criado,data_obra
Qual a idade do porco,idade_porco
Se por que é macho fêmea,sexo_porco
Porque ele está preso,porco_preso
O que é essa porque eu vou estar tentando na caixa,porco_preso
Esse porco foi empalhado,tipo_obra
Onde está o presunto,corrente_porco
Ele era amigo da até pra pig,relação_peppa_pig
Porque esse corpo está preso,porco_preso
Se morreu do quê,porco_morto
Quantos quilos o porco tem,peso_porco
Quem fez a obra pouco,autor_obra
Qual significado da obra,intenção_autor
Qual o significado da sombra,intenção_autor
Qual o significado,intenção_autor
De que ano é sobre,data_obra
Qual o nome desta obra,nome_obra
Como é o nome dessa obra,nome_obra
Quais outras obras do mesmo artista,outras_obras
Porque eu porque está dentro da caixinha,porco_preso
É um porco de verdade,tipo_obra
Isso é um pouco de verdade,tipo_obra
Qual altura da sua,tamanho_porco
Isso porque veio de onde,história_porco
Qual é o estilo da arte,estilo_obra
Qual movimento artístico carro pra presenciá,estilo_obra
Do que você é feita,técnica_obra
Como foi feita só pra,técnica_obra
Quantos anos você tem,idade_porco
Porque eu porque eu foi uma obra de arte,dúvida_obra
Qual o significado,intenção_autor
Que significa essa obra,intenção_autor
Quem é o artista dessa obra,autor_obra
De quem é a obra,autor_obra
O que significa esse pouco,intenção_autor
Qual a data da obra,data_obra
Porque o porco é arte,dúvida_obra
Que ano que esse porco morreu,porco_morto
O porco é palmeirense,palmeiras_porco
Porque é palmeirense,palmeiras_porco
Porque que eu porque está preso,porco_preso
Usar um pouco de verdade pra,tipo_obra
Quais os materiais que foram usados para fazer esse porco,técnica_obra
O porco porque,razão_porco
Qual a idade do porco,idade_porco
Qual o período da sobra,data_obra
Qual a raça do porco,raça_ porco
Qual significado da obra,intenção_autor
Qual é a crítica embutida nessa obra,intenção_autor
Qual motivo da realização desta obra,intenção_autor
Quem define o que é arte,sem_resposta
esta obra foi um protesto,intenção_autor
Quem é o autor de o porco,autor_obra
Quem é o autor desta obra,autor_obra
O que significa o porco,intenção_autor
Qual ando com ela não ela foi feita,data_obra
Em qual ano você foi produzido,data_obra
Em que ano foi fera,data_obra
Qualquer ano por,data_obra
Porque você foi feita assim um porco transformada em obra de arte,dúvida_obra
Quantos anos tinha esse porco,idade_porco
Você é um pouco de verdade,tipo_obra
Esse pouco está vivo,porco_morto
Ei esse porque palmeirense,palmeiras_porco
O porco torce pra que time,palmeiras_porco
Porque eu tava palmeiras,palmeiras_porco
Porco é macho é fêmea,sexo_porco
O porco é macho ou fêmea,sexo_porco
Alô qual é a nacionalidade do autor da obra,nascimento_autor
Porque eu estou com está presa,porco_preso
Quantos quilos você pesa,peso_porco
Porque eu porque eu está preso,porco_preso
O que está preso,porco_preso
Esse pouco empanado,tipo_obra
Ele é empalhado,tipo_obra
Então é um porco de verdade empalhado,tipo_obra
Desse público de verdade,tipo_obra
Então é um pouco natural,tipo_obra
Porque eu porque está gelada,porco_preso
O que significa esse porco,intenção_autor
Porque tem um porco aqui,razão_porco
Porque o porco está gelada,porco_preso
Qual o peso dessa obra,peso_porco
